"Index","Count","Hash","Size","Format","Levels","Png","Dds"
"148","3","0xC9F787E807E56109","64x64","DXT1","0","re_docs\hud_pause_candidate_png_2100\cand_148.png","rtx-remix\logs\tod-candidate-textures\ui_candidate_C9F787E807E56109_64x64_DXT1.dds"
"149","3","0xC31B61059A06322A","64x64","DXT1","0","re_docs\hud_pause_candidate_png_2100\cand_149.png","rtx-remix\logs\tod-candidate-textures\ui_candidate_C31B61059A06322A_64x64_DXT1.dds"
"150","3","0x03F6ED201C4B0C64","128x128","DXT1","0","re_docs\hud_pause_candidate_png_2100\cand_150.png","rtx-remix\logs\tod-candidate-textures\ui_candidate_03F6ED201C4B0C64_128x128_DXT1.dds"
"151","3","0x7AF867A598792287","128x64","A8R8G8B8","0","re_docs\hud_pause_candidate_png_2100\cand_151.png","rtx-remix\logs\tod-candidate-textures\ui_candidate_7AF867A598792287_128x64_A8R8G8B8.dds"
"152","3","0x6D61803C33DF4E6D","32x32","DXT1","0","re_docs\hud_pause_candidate_png_2100\cand_152.png","rtx-remix\logs\tod-candidate-textures\ui_candidate_6D61803C33DF4E6D_32x32_DXT1.dds"
"153","3","0x416B47C4C3DDE78B","128x128","DXT1","0","re_docs\hud_pause_candidate_png_2100\cand_153.png","rtx-remix\logs\tod-candidate-textures\ui_candidate_416B47C4C3DDE78B_128x128_DXT1.dds"
"154","3","0xE56E2C947C83B785","64x64","DXT1","0","re_docs\hud_pause_candidate_png_2100\cand_154.png","rtx-remix\logs\tod-candidate-textures\ui_candidate_E56E2C947C83B785_64x64_DXT1.dds"
"155","3","0x7D2A0BB4DF9470FB","128x128","DXT1","0","re_docs\hud_pause_candidate_png_2100\cand_155.png","rtx-remix\logs\tod-candidate-textures\ui_candidate_7D2A0BB4DF9470FB_128x128_DXT1.dds"
"156","3","0x018DC0821EB642FF","64x64","DXT1","0","re_docs\hud_pause_candidate_png_2100\cand_156.png","rtx-remix\logs\tod-candidate-textures\ui_candidate_018DC0821EB642FF_64x64_DXT1.dds"
"157","3","0xC8B4452CA2AD3E48","64x64","DXT1","0","re_docs\hud_pause_candidate_png_2100\cand_157.png","rtx-remix\logs\tod-candidate-textures\ui_candidate_C8B4452CA2AD3E48_64x64_DXT1.dds"
"158","3","0x77BF902187A2D586","64x64","DXT1","0","re_docs\hud_pause_candidate_png_2100\cand_158.png","rtx-remix\logs\tod-candidate-textures\ui_candidate_77BF902187A2D586_64x64_DXT1.dds"
